Age,Gender,Income,SpendingScore,PurchaseAmount,ProductCategory,PaymentMethod,City,State,Country,IsActive,Returns,DiscountUsed,ReviewScore,Browser,Device,SessionTime,Churn,Year,Month
49,1,43437,90,4014,3,0,2,1,2,0,1.0,1,1.174160730449143,1,1,67,1,2023.0,1.0
30,2,110504,15,3754,3,2,2,4,1,1,2.0,1,3.170190083693164,1,2,200,0,,
30,2,102806,19,344,1,1,3,0,0,0,0.0,0,1.6189446440249111,3,0,55,0,2023.0,1.0
35,0,23679,28,835,0,1,2,1,1,0,0.9984059511158342,2,1.6756087879272554,2,3,75,0,,
63,1,27274,92,1665,4,1,0,1,0,0,0.0,2,4.001288717306935,2,0,277,1,,
67,1,107616,31,3984,2,1,4,1,1,2,1.0,1,4.7589815142896015,2,3,67,0,,
69,1,114925,34,3430,0,2,1,3,3,0,1.0,2,2.4322631853520966,3,3,106,1,2023.0,1.0
58,0,110898,96,490,3,4,2,1,3,2,1.0,2,2.9069022607688257,0,0,138,1,2023.0,1.0
58,0,96816,59,791,0,2,0,0,2,1,2.0,2,2.6554192375009347,0,1,101,0,2023.0,1.0
66,1,108284,5,4469,4,1,4,3,1,1,0.9984059511158342,1,3.850799961947548,2,3,33,0,2023.0,1.0
24,1,70639,78,2391,1,0,0,4,3,1,0.9984059511158342,0,1.2155024035653788,1,0,228,1,,
38,0,62548,95,1942,2,1,4,1,1,0,0.9984059511158342,2,3.461867212802524,0,0,119,1,,
55,2,103441,52,3910,3,4,1,1,3,0,1.0,1,4.921504438941886,1,1,112,1,2023.0,1.0
36,1,76132,66,3653,4,1,2,0,1,1,0.9984059511158342,1,3.5932665553106595,1,2,186,1,,
21,0,82863,55,486,4,2,3,4,3,0,2.0,1,4.801025012582058,0,3,137,0,2023.0,1.0
51,0,51740,62,1359,1,3,0,1,0,0,2.0,1,3.394730928115912,2,3,106,0,,
41,2,77911,18,1445,4,1,1,4,1,2,2.0,2,1.7908526070786317,1,3,199,0,,
48,1,30247,34,107,3,3,0,0,1,1,0.0,2,1.491139646974447,3,1,114,1,,
53,1,50857,26,1519,4,2,2,3,2,0,2.0,0,2.179600573611107,3,1,274,0,,
46,0,96464,63,2528,1,2,4,1,1,1,1.0,0,1.3731822998598937,3,3,174,1,,
38,1,94632,43,962,1,1,2,2,2,0,1.0,0,1.2253962264188436,0,3,39,1,,
49,1,91474,59,3143,0,0,2,0,0,0,2.0,2,2.3454751104921887,1,3,48,0,,
19,0,100212,3,4313,0,0,1,0,1,2,1.0,1,1.0813057995642237,2,1,222,0,,
62,2,35700,43,881,0,3,2,3,0,2,1.0,1,3.2234910461768504,3,1,159,0,2023.0,1.0
46,0,111787,93,1565,2,4,2,1,2,2,0.0,2,4.953173261621552,0,1,247,0,2023.0,1.0
48,0,53371,78,2816,4,1,2,2,0,0,1.0,2,1.1046505005764289,3,1,57,1,,
68,1,83027,62,699,0,0,2,2,1,2,0.0,2,1.4566411574138565,3,2,266,1,2023.0,1.0
37,2,29244,32,1617,1,3,0,0,2,1,1.0,0,4.4505126547200335,1,1,114,0,,
21,1,112510,61,2889,0,1,0,2,3,2,0.0,1,1.874175575246923,1,2,94,0,2023.0,1.0
18,2,42463,80,823,2,3,1,0,1,2,0.0,1,1.201830847733881,3,1,237,1,,
59,1,48016,89,3282,1,1,2,3,3,2,2.0,0,3.9065104631279177,2,3,185,0,,
36,0,110555,91,1542,2,0,4,0,1,1,2.0,2,4.42386629815058,2,1,44,0,2023.0,1.0
27,0,66458,16,1879,4,2,3,0,2,1,0.0,1,4.746346787060908,1,1,155,0,2023.0,1.0
40,1,58736,27,319,4,4,0,0,2,1,0.0,2,1.7956783877386917,2,2,284,1,,
27,1,37959,39,2387,0,3,0,1,0,2,2.0,1,3.1312029893501814,2,3,276,1,,
46,0,21740,26,2705,0,0,2,4,0,2,0.0,0,3.849666012366729,2,3,82,0,2023.0,1.0
27,0,70708,11,1494,3,3,3,4,3,2,0.9984059511158342,0,2.9952478990609066,3,3,30,1,2023.0,1.0
64,2,45594,15,2893,4,1,0,0,0,1,1.0,2,4.752789817647522,3,3,269,1,,
64,0,30683,28,669,4,3,2,3,0,1,2.0,2,2.850765098934491,0,3,213,0,2023.0,1.0
21,2,72799,59,872,2,3,4,3,3,0,0.9984059511158342,0,4.262518086007495,1,3,129,1,,
55,1,61271,92,626,4,4,1,1,3,0,0.9984059511158342,2,1.6169296651650678,3,3,294,1,,
45,2,30482,44,3559,4,1,4,3,1,1,1.0,0,4.913797785676372,3,0,203,0,,
25,1,51357,23,4870,3,4,0,3,0,2,0.0,1,4.979570273494069,1,0,215,1,,
39,1,41183,5,3265,4,4,4,4,2,2,1.0,1,4.619521807955232,1,0,281,1,,
20,0,110179,20,3896,2,0,1,4,3,0,0.0,2,1.840895431747904,0,0,229,0,,
52,0,86446,18,2277,0,2,2,0,0,2,1.0,1,3.901438173668427,3,0,174,1,2023.0,1.0
29,0,74399,36,449,3,1,3,3,3,0,2.0,0,4.11497538702905,1,2,272,1,,
27,2,36167,35,840,3,3,2,0,1,0,0.0,0,1.295852230116334,1,1,135,1,2023.0,1.0
35,0,88306,67,2503,2,2,1,2,3,0,1.0,2,1.6986677861443238,3,1,84,0,,
66,1,106649,37,2095,4,2,2,2,2,1,2.0,1,4.019146231098251,0,0,234,1,,
31,0,40605,2,812,4,4,3,3,0,0,1.0,1,3.978308731256528,3,2,137,0,,
36,1,64891,9,2000,4,0,0,3,3,0,0.9984059511158342,0,3.1379068240467567,2,0,57,0,2023.0,1.0
42,0,52274,47,1862,0,1,2,1,1,0,2.0,1,2.694177956580324,0,0,61,1,2023.0,1.0
60,1,94266,84,782,3,0,0,0,1,0,2.0,0,2.534995136780417,1,3,271,1,2023.0,1.0
20,1,78105,34,4989,4,3,2,1,1,2,0.9984059511158342,0,2.4873468456362984,1,1,153,1,2023.0,1.0
58,1,75904,7,3576,1,3,0,0,2,1,0.9984059511158342,1,3.408190504679543,2,3,43,1,2023.0,1.0
68,0,37140,58,4866,4,2,4,3,3,2,1.0,1,1.7056517223711514,0,1,196,0,,
27,2,53902,57,2689,4,4,4,2,2,0,0.9984059511158342,0,3.5299980047135024,1,1,85,0,2023.0,1.0
56,0,109303,82,1604,0,4,1,3,1,0,0.9984059511158342,2,3.0749707220289184,0,3,229,1,,
56,0,20246,64,2642,2,3,1,4,0,1,0.0,1,3.606272447318948,3,1,239,1,2023.0,1.0
63,0,26611,72,1513,0,0,4,4,1,0,0.9984059511158342,0,3.168978255624935,3,1,79,1,,
25,1,109909,87,3725,1,0,1,2,2,2,0.0,1,3.624906048442616,0,3,125,1,,
48,0,73583,29,3545,1,2,4,0,0,0,2.0,0,3.347916996464391,3,3,135,0,,
19,0,33305,76,995,2,4,1,2,0,0,0.9984059511158342,2,3.025532162023952,0,2,109,1,,
27,1,60076,70,3533,2,4,4,3,3,1,0.9984059511158342,2,1.7255685339851723,1,2,226,0,,
66,1,103029,6,4929,2,0,3,1,3,2,1.0,0,4.929444187643595,0,3,109,0,,
30,0,41292,68,1184,4,4,1,0,1,0,2.0,1,2.618877906024311,0,0,176,0,,
49,0,41556,6,4149,4,3,2,1,2,1,0.9984059511158342,0,1.507739785574429,0,0,163,0,2023.0,1.0
51,0,66624,82,2847,1,1,3,4,2,1,0.0,1,4.538577658067577,2,3,93,0,,
47,1,44853,5,2436,3,4,1,4,1,2,1.0,1,4.338751599255062,1,3,112,1,2023.0,1.0
47,1,40895,19,4473,2,4,0,1,2,2,1.0,0,3.933633217905736,1,0,59,0,,
48,1,71543,43,2107,3,2,3,4,2,0,1.0,2,2.53146986103668,1,0,250,0,,
38,0,80167,45,2108,0,3,1,1,2,1,2.0,2,2.222021162150135,3,1,69,1,,
31,1,67910,40,171,4,3,1,2,1,0,1.0,1,4.741154835117353,0,1,9,0,2023.0,1.0
55,2,52305,8,312,3,1,1,1,2,1,0.0,1,1.5955596678861927,1,1,189,1,,
55,2,98047,75,2423,2,2,1,2,0,1,1.0,2,1.3208104546660784,0,1,31,1,,
59,2,94968,17,151,4,0,3,4,2,0,0.9984059511158342,0,2.530857865854488,2,0,165,1,,
40,1,115018,79,3276,3,3,1,3,2,2,1.0,0,4.039514921197873,3,1,182,1,,
22,2,62645,42,4080,3,0,4,0,2,1,2.0,1,3.4265895590873123,0,2,188,1,,
30,1,30360,69,4954,2,2,4,2,3,1,0.0,2,4.261189298388894,0,1,171,0,2023.0,1.0
57,0,31881,30,2965,0,4,1,3,1,2,2.0,1,3.994072856358564,0,1,162,1,,
24,0,46014,62,1663,3,3,4,3,1,0,0.9984059511158342,1,4.691130128102638,2,0,104,0,,
44,1,28524,44,432,3,1,3,0,1,2,2.0,2,3.66429807627836,2,3,164,1,,
66,0,47289,67,535,1,1,0,1,2,0,0.0,2,4.22405479201494,3,1,216,0,,
53,1,77771,62,3789,3,2,4,1,3,0,0.9984059511158342,0,2.82721785586039,1,3,16,0,,
40,1,119811,77,2971,0,2,1,0,3,1,2.0,2,2.732747023846148,1,2,276,0,2023.0,1.0
48,0,30956,23,2634,0,4,0,0,2,0,0.9984059511158342,2,2.974089539663406,0,0,112,1,2023.0,1.0
66,1,84265,50,676,2,3,3,1,0,0,2.0,1,2.391821093358721,0,3,278,0,2023.0,1.0
55,0,104156,96,4975,2,4,2,4,1,2,0.0,1,1.010242978137227,0,3,127,0,,
21,0,83582,28,1412,0,1,4,3,0,2,0.9984059511158342,2,4.753502332176516,0,2,25,1,,
53,1,31351,35,816,2,2,0,4,3,0,0.0,0,2.937170692147942,1,3,13,0,,
44,1,20591,53,2530,1,0,0,1,1,0,0.9984059511158342,0,2.6439423510341,2,2,261,1,,
23,1,76731,39,1065,2,1,0,2,3,0,0.9984059511158342,2,4.393395861281437,0,0,74,1,2023.0,1.0
35,0,48475,75,3138,1,0,4,2,2,0,2.0,2,2.8660259499104925,3,2,58,1,2023.0,1.0
49,2,88535,86,4083,4,0,2,1,0,1,1.0,2,3.7967719513138793,1,2,42,0,,
29,0,67109,51,3448,1,0,4,3,1,2,0.0,1,1.933682540647436,0,0,29,0,,
43,2,100720,19,4160,4,2,2,2,0,0,1.0,0,4.408166669425771,2,3,129,1,2023.0,1.0
53,1,99311,44,2941,0,2,3,1,0,0,0.0,2,4.412367240946784,1,2,262,0,2023.0,1.0
19,2,106457,60,4671,2,3,4,2,0,2,2.0,0,2.26014348505553,3,3,108,0,,
56,0,37669,61,4458,0,2,3,0,2,2,1.0,2,4.054693581348587,3,1,239,0,,
30,1,110418,77,2778,1,1,1,3,3,2,1.0,1,3.941509190297437,0,0,289,0,2023.0,1.0
53,0,72672,88,172,4,0,0,3,0,1,0.9984059511158342,0,3.7992903534091225,2,0,139,0,,
56,1,80103,60,793,3,2,3,2,1,2,0.9984059511158342,0,2.370046472311996,0,2,6,0,,
63,1,74691,52,1701,0,0,2,4,3,0,0.0,1,4.877684309545268,0,3,294,1,,
56,0,25241,32,3973,2,2,3,0,1,1,2.0,0,4.581213703495262,1,0,16,0,,
56,1,98097,60,496,2,1,2,2,2,0,0.9984059511158342,0,2.94706130964845,1,2,63,1,,
30,0,66638,25,4249,4,0,1,0,0,1,2.0,0,1.7301602089313597,3,2,171,1,2023.0,1.0
63,1,66874,89,4965,3,1,1,4,0,0,2.0,2,1.0517750440513898,0,0,255,0,,
18,0,89050,49,2847,0,1,4,4,1,0,0.9984059511158342,0,4.866620060810474,2,2,195,1,2023.0,1.0
33,1,93598,72,473,3,2,3,0,0,2,1.0,2,3.5926762999600177,3,1,11,0,2023.0,1.0
62,0,24429,6,1926,4,1,0,0,3,0,0.0,1,3.290637699929676,0,0,52,0,,
67,0,60761,85,4820,4,0,4,4,3,2,2.0,1,3.4474719968877445,1,1,235,1,,
38,1,109340,62,3180,3,2,2,4,2,1,0.9984059511158342,1,2.4903050148458044,2,0,242,1,,
55,1,59199,13,4437,4,4,0,1,2,2,0.9984059511158342,0,4.966150091009482,0,1,213,0,,
49,2,104208,10,2168,4,3,1,2,2,0,1.0,2,4.761804149293932,3,1,160,1,,
25,1,114409,67,2599,2,0,0,0,2,0,1.0,0,3.755174430617936,2,3,15,1,,
40,0,115964,86,3999,0,0,3,1,0,2,0.9984059511158342,2,1.482066811656762,0,1,19,0,2023.0,1.0
22,0,32877,96,2546,2,0,2,3,0,2,0.0,2,2.7164515080078937,3,3,26,1,2023.0,1.0
61,1,53615,46,4861,1,4,4,3,2,0,0.0,0,3.3805015602563344,1,1,164,1,2023.0,1.0
30,0,106008,20,3937,1,3,1,0,3,2,0.9984059511158342,2,2.128705609168846,1,2,296,0,,
49,1,97120,34,796,1,2,1,2,1,1,0.0,1,3.6901290075858166,1,0,53,0,,
39,0,25302,20,2865,3,2,0,1,3,0,1.0,0,1.0156783474410431,2,0,25,0,,
68,1,64348,1,4021,2,3,4,2,3,0,1.0,1,2.556584769946578,1,0,294,0,,
63,0,85782,35,4694,4,3,0,1,3,0,0.9984059511158342,0,3.557288753515836,3,2,204,1,,
41,1,69777,70,4713,3,0,1,4,0,2,1.0,0,3.036535729547708,0,3,230,0,,
38,0,69632,32,3268,1,2,0,1,1,2,0.9984059511158342,1,2.152556493497612,2,2,5,0,,
46,0,86554,13,597,2,1,2,2,3,2,0.0,1,4.780917218432011,0,2,19,0,,
19,1,58314,47,3271,2,1,3,1,1,0,0.9984059511158342,0,3.386379010866784,2,0,113,1,,
24,0,54229,3,553,2,3,3,1,3,0,0.9984059511158342,0,4.34136504839131,3,3,208,0,,
41,0,51075,79,394,1,3,0,4,3,2,0.9984059511158342,1,3.904448660627765,2,1,181,1,,
22,0,65592,6,3780,3,4,3,2,3,2,0.0,2,1.753414257524041,3,2,139,0,,
28,1,92420,56,3050,2,2,4,1,2,1,2.0,0,2.197912417903653,0,0,285,0,,
62,0,38799,21,2261,4,2,1,0,3,0,1.0,0,3.508017855762262,1,0,200,1,2023.0,1.0
44,0,76488,76,2646,1,4,1,4,2,0,1.0,1,3.374603458393734,1,0,128,1,,
38,1,25608,49,4488,1,3,2,0,2,0,0.9984059511158342,1,4.292481257082518,1,0,289,0,,
53,0,101219,3,3022,1,3,1,1,1,2,1.0,2,2.418679876336934,2,2,59,0,,
44,1,47723,23,2043,0,2,0,1,0,2,2.0,0,4.631368348810129,3,1,220,1,,
54,1,58773,93,1218,3,1,2,3,2,2,1.0,0,2.602188096266924,3,3,164,1,2023.0,1.0
35,0,95166,61,144,2,3,4,1,2,0,0.0,0,2.3268644963239264,1,0,133,1,,
42,0,102643,71,115,4,2,1,1,2,2,2.0,1,1.9295158905023635,1,0,229,0,,
67,1,37349,3,3362,3,4,0,1,1,0,1.0,0,1.0344249591051295,3,3,15,0,2023.0,1.0
62,1,82071,66,3387,3,3,4,2,2,0,0.9984059511158342,0,3.2955537635269665,3,3,268,0,,
61,1,69892,98,4267,3,4,0,2,2,2,0.9984059511158342,1,1.9351178348443745,0,2,199,0,,
66,1,52975,5,484,1,4,3,2,0,2,0.9984059511158342,0,3.780051200379949,0,1,283,0,,
69,2,99012,16,3900,1,4,1,1,1,0,0.0,0,4.09166021528754,2,3,254,1,,
62,0,31663,41,2294,0,3,3,0,1,0,0.9984059511158342,2,2.1184430833547,3,2,8,1,,
36,0,35150,40,2353,1,2,4,1,0,2,1.0,1,4.131958017938251,0,0,253,1,2023.0,1.0
35,2,37772,67,3738,4,2,4,4,0,2,1.0,0,4.950417781055849,1,2,277,0,,
53,2,95481,43,3524,3,3,0,1,1,1,1.0,0,4.0735409720680735,1,0,291,0,,
37,1,70637,67,1581,4,1,4,4,1,2,0.0,2,4.881975350138048,1,0,71,0,,
56,2,89918,19,2961,4,2,3,0,3,0,2.0,0,1.1549847958494666,1,0,273,0,,
69,2,71016,17,1729,2,3,1,0,3,2,1.0,1,4.722583658909972,1,1,20,1,,
43,2,81142,74,2544,4,1,0,4,1,1,0.0,0,3.493418550692992,3,3,159,1,,
55,0,105548,18,225,4,2,4,2,1,0,1.0,1,2.642494352743221,2,3,257,0,,
28,2,27025,69,2623,1,0,3,1,3,0,0.9984059511158342,2,2.889761429670154,3,2,159,0,,
56,1,42228,14,954,1,3,1,4,1,1,2.0,0,3.452568915080004,2,2,106,1,2023.0,1.0
65,2,77003,5,2573,1,1,0,1,2,0,1.0,2,2.029008547196471,2,3,263,0,,
44,1,26412,50,4492,4,4,3,2,0,0,1.0,1,3.750644616298284,2,2,143,0,,
44,2,74081,17,1109,0,1,1,4,3,2,0.9984059511158342,2,4.160178377215136,3,2,190,1,,
68,0,83226,3,2181,1,0,1,4,1,0,1.0,0,1.9016367084010877,1,2,8,0,,
53,1,104730,64,4313,3,0,3,2,2,2,0.9984059511158342,0,1.3905969248262575,1,1,112,0,,
41,1,49550,7,1637,1,4,3,1,0,1,0.0,1,2.7212213188607888,0,0,178,1,,
38,0,83822,31,3111,0,1,1,0,3,1,0.9984059511158342,2,2.971673062838293,1,2,277,0,2023.0,1.0
36,2,86178,5,2251,0,0,1,4,2,0,1.0,1,4.001874978007418,0,2,298,0,2023.0,1.0
19,2,89409,24,1262,2,0,0,1,3,0,1.0,1,2.790653001913248,3,1,224,0,2023.0,1.0
50,0,103804,21,395,2,0,4,0,0,2,1.0,1,4.54784578030256,2,0,269,0,,
65,0,57081,14,4139,1,1,4,2,3,1,2.0,0,2.65895823220393,0,3,256,0,,
23,0,110099,17,4539,0,0,3,4,0,2,2.0,0,1.6884626542589043,0,1,215,1,2023.0,1.0
32,2,22347,83,453,4,2,0,3,3,2,1.0,0,1.9777492744550784,1,2,215,1,,
52,0,88112,12,1048,3,3,3,4,1,2,0.0,0,2.5561336221176165,3,0,291,1,2023.0,1.0
23,0,104303,61,2255,3,4,3,3,3,2,1.0,2,4.086346440452106,0,0,93,0,,
34,1,62722,83,4476,2,4,2,2,0,0,2.0,1,2.9856762250105047,2,1,87,0,2023.0,1.0
33,1,96772,53,1077,4,4,1,1,2,2,2.0,0,1.8607676862073443,0,0,43,1,,
37,0,41604,7,2212,0,0,4,3,3,2,1.0,0,3.446629159198668,3,3,191,0,,
66,0,103969,42,1648,1,3,1,2,3,0,0.9984059511158342,1,2.901794794086851,3,2,112,1,2023.0,1.0
25,0,56923,61,721,1,4,4,3,0,2,1.0,0,2.0243652809652577,1,3,152,1,,
28,2,115341,42,3821,0,2,4,4,1,0,2.0,1,4.626368866580856,0,1,191,0,,
47,2,40054,25,1977,1,1,2,1,0,2,2.0,0,2.986121554010015,1,2,171,0,,
54,0,30220,30,560,4,4,1,0,2,2,0.0,2,1.263948221398707,3,0,46,0,,
52,1,74182,36,4889,1,4,3,2,2,0,2.0,1,2.285762895488853,0,1,278,1,,
59,0,89852,69,2389,4,4,4,4,0,2,2.0,1,1.8008457119147518,0,1,262,1,,
51,1,105805,18,1539,0,3,4,1,1,2,0.9984059511158342,2,2.140366978629471,0,1,198,0,,
43,1,37040,80,754,4,3,3,4,2,0,1.0,0,4.667419202689514,2,3,264,0,,
38,0,21942,90,231,1,0,2,4,1,2,2.0,0,2.910819471872133,3,3,189,1,,
36,2,80531,61,2837,3,1,3,4,3,0,1.0,1,1.8300631993092773,2,1,207,0,2023.0,1.0
24,2,92743,3,2261,2,3,4,0,2,2,0.9984059511158342,0,4.140288449542813,3,1,293,1,,
20,1,21949,51,801,3,1,1,0,0,0,0.0,2,3.6536532916966378,3,1,96,0,,
54,2,66978,46,440,2,4,4,2,1,0,2.0,2,1.1852913000471257,2,3,201,1,2023.0,1.0
45,1,85873,5,2534,4,0,0,4,1,2,2.0,0,4.227290000977051,2,0,275,0,2023.0,1.0
25,1,48365,42,781,1,0,4,1,2,2,2.0,0,3.4153966782818648,2,3,60,1,2023.0,1.0
62,0,118580,3,3550,0,3,2,2,0,0,0.9984059511158342,0,4.246978088731381,3,2,135,0,,
45,0,72107,94,3228,4,1,3,3,0,0,1.0,1,3.4626362207524357,1,1,96,1,,
50,1,94723,81,1965,0,3,3,4,0,0,0.9984059511158342,2,3.4109491315644966,0,2,138,0,,
40,1,25167,95,519,3,1,2,0,2,2,0.0,0,1.5966615429167437,3,3,286,0,,
68,0,23925,59,2994,2,3,2,1,0,0,1.0,2,2.2791837323844333,1,2,112,1,,
57,2,92089,16,1707,2,0,0,1,2,2,1.0,0,2.544393367104764,2,0,217,0,,
47,1,78985,43,172,0,4,4,2,0,0,1.0,1,3.68397545468109,2,3,30,1,,
29,1,107618,19,2501,1,3,4,3,0,0,2.0,0,1.4701584853954404,2,3,273,1,2023.0,1.0
47,1,62322,49,159,2,4,4,2,3,0,2.0,1,3.7954569198362607,2,2,88,0,,
34,1,25681,87,2178,3,4,1,2,0,2,1.0,0,3.3901121109490715,3,3,272,1,,
35,0,27758,19,234,1,2,2,2,3,0,1.0,2,4.546772303909493,2,1,263,1,,
53,2,28272,49,1543,1,0,0,3,2,2,0.9984059511158342,0,1.9314964134694068,2,1,154,0,,
29,0,68408,50,1964,4,4,2,0,3,1,1.0,1,3.691991558613789,1,2,239,0,,
54,2,69306,5,4963,3,0,2,1,2,1,2.0,1,3.763829520361107,3,0,136,1,,
58,0,61787,39,165,4,1,0,3,1,0,1.0,0,3.0365274671716462,0,0,270,0,2023.0,1.0
42,0,65761,2,438,4,2,2,2,3,1,2.0,2,3.229264767989487,1,3,240,0,,
61,2,29884,4,2983,1,2,4,1,2,1,2.0,1,2.2900922649231776,0,3,167,0,,
65,2,118112,42,170,1,4,4,3,0,0,0.9984059511158342,0,1.0356697242661488,0,1,92,1,,
61,2,46844,70,1356,3,0,2,0,1,2,0.9984059511158342,1,2.4715763231769112,0,1,279,0,,
47,2,23591,19,4094,4,4,3,2,2,1,1.0,0,1.116180736065718,0,0,268,1,2023.0,1.0
55,0,64411,68,184,2,1,3,1,0,2,2.0,2,3.4333966693521907,1,3,124,1,2023.0,1.0
30,0,30532,16,3088,4,2,2,2,3,2,2.0,0,4.421731076743102,3,1,276,1,,
21,0,82222,93,659,0,2,1,2,0,1,0.9984059511158342,2,2.081286157041523,0,0,35,0,,
18,0,52624,37,4328,4,4,2,3,2,0,0.9984059511158342,2,3.1674305341288806,2,1,135,1,,
57,0,20036,44,1116,3,0,4,2,0,1,0.0,0,1.1865440001215624,0,3,148,1,,
62,2,71928,10,1173,0,4,3,1,3,2,1.0,0,4.067158535985234,1,0,28,1,,
19,0,107594,18,2144,2,1,0,3,2,0,0.9984059511158342,0,3.2315759149445134,3,3,143,0,,
48,2,77065,9,3864,2,2,2,1,0,0,1.0,2,4.976103783865478,1,1,73,0,,
19,1,23932,64,3713,1,3,4,2,0,2,2.0,1,2.0040759337175973,2,1,287,1,,
44,1,77439,44,880,3,3,1,0,0,0,2.0,1,4.398558006232641,2,0,58,1,,
43,2,26869,69,1281,4,2,2,1,1,2,0.0,0,4.611539658843951,0,2,216,1,2023.0,1.0
53,0,63151,18,490,3,4,1,1,2,2,0.9984059511158342,2,4.03530076969097,2,3,42,0,,
57,0,49430,21,4963,1,1,3,1,1,0,2.0,0,1.3223054417728315,3,2,265,0,,
31,1,48190,48,4999,4,0,3,4,2,1,2.0,2,3.4787929493330205,2,1,96,1,2023.0,1.0
31,1,76494,13,750,2,1,0,3,1,2,1.0,2,2.9052878320695616,2,1,211,0,,
28,0,59293,78,1092,4,0,2,2,0,2,2.0,0,3.9159650365310754,1,3,159,1,,
22,2,89165,99,1445,4,3,1,1,0,2,2.0,0,2.8895971579327946,2,2,251,0,,
54,1,21055,43,168,1,3,3,4,3,0,2.0,0,4.821444931219567,1,1,123,1,,
26,2,37878,8,1901,1,0,2,4,2,0,1.0,0,4.99797192756632,0,1,56,1,,
39,0,86226,86,4998,3,3,4,3,3,1,1.0,1,4.951981086551248,3,1,147,0,,
56,2,36924,68,4668,0,0,4,1,3,2,2.0,0,1.860855133982569,2,2,62,0,2023.0,1.0
61,1,66300,23,1029,2,1,1,3,0,2,1.0,0,1.4578056557502128,2,3,279,0,,
58,2,38830,52,3431,2,3,2,1,3,2,0.0,2,4.579234732677756,2,0,182,0,,
47,2,58333,80,4900,1,4,3,2,3,2,2.0,1,2.4462078975724277,1,3,298,1,2023.0,1.0
39,1,119329,41,982,0,0,3,0,3,0,1.0,2,4.676508149796833,0,3,240,1,,
25,2,106130,13,3848,3,4,1,4,3,2,1.0,2,2.789244624859808,3,2,264,1,,
63,1,24923,93,967,2,3,2,1,1,2,1.0,1,4.788201191702552,3,0,2,0,,
50,0,60134,3,4547,3,1,2,0,2,0,2.0,0,1.3011828442156013,3,2,276,0,,
53,0,78942,56,123,2,4,0,1,2,0,0.0,0,1.8914392323848184,1,1,37,0,,
33,1,54743,46,1667,1,1,4,1,2,2,0.9984059511158342,1,4.063198331659256,2,0,160,1,,
26,1,75476,31,3497,2,1,0,4,1,0,0.0,0,4.298773075096527,3,0,179,0,,
67,1,20329,15,4002,2,4,4,2,0,0,0.0,0,2.0141567896419432,2,0,40,1,,
54,2,42394,14,3097,0,1,0,3,1,1,0.0,1,4.976532298823581,0,1,44,1,,
22,1,54262,10,4623,4,0,4,4,1,0,0.9984059511158342,1,4.672075123381832,2,0,155,0,,
25,1,86126,47,2650,0,4,1,1,2,0,1.0,2,2.0171144420417506,2,3,64,1,,
63,1,36571,10,853,2,1,1,4,1,2,0.0,1,2.0437212640451743,1,0,14,0,,
39,0,103721,12,2746,3,1,0,3,1,2,0.0,1,3.4774872029790744,3,2,292,0,,
38,0,118383,23,4115,1,0,3,0,2,2,0.0,1,3.1010268938513907,3,0,4,1,2023.0,1.0
57,0,31929,26,3589,4,4,4,0,2,0,0.0,1,1.181404770070209,1,2,92,0,2023.0,1.0
36,2,40102,65,4503,0,0,1,0,3,1,2.0,1,4.78714665193494,0,3,73,1,,
29,2,81855,14,2009,3,4,1,3,1,2,0.9984059511158342,1,1.802719720420328,3,0,279,0,,
62,0,65704,48,2868,1,2,3,0,2,2,0.0,1,3.738613809146602,1,0,246,0,,
42,0,30528,35,1935,3,3,3,0,3,2,0.0,0,4.271014350435124,2,3,193,1,2023.0,1.0
69,1,99702,87,3316,3,4,1,0,2,0,2.0,1,4.891653601741336,1,2,145,1,,
66,0,63870,40,499,1,1,0,2,2,0,0.0,0,3.192350871219636,3,2,155,0,,
51,0,119588,99,2263,2,4,3,4,2,2,0.0,1,4.229813060041122,2,2,10,1,2023.0,1.0
64,1,102641,87,1088,4,3,3,0,1,0,1.0,2,4.518703841603715,0,1,15,1,,
41,1,115428,96,3411,0,1,0,1,0,2,0.9984059511158342,2,3.512803151951768,1,2,104,1,,
42,2,90959,6,1783,0,1,1,1,1,0,1.0,1,2.18172987761889,3,0,129,1,,
36,1,115687,48,4924,0,4,4,3,3,2,2.0,1,4.812415722450012,2,3,142,0,,
60,1,109595,4,2022,2,1,3,3,2,0,2.0,2,2.6717131192869283,2,0,91,0,2023.0,1.0
27,0,88754,27,2896,4,1,1,1,3,2,0.9984059511158342,2,1.6225119712031997,2,3,153,1,,
26,1,102824,16,2800,3,4,4,1,1,1,0.9984059511158342,1,3.2077261330911373,3,3,4,0,,
46,0,20045,7,3030,2,2,2,4,0,0,2.0,0,3.319786526010735,1,2,127,0,,
33,0,67024,93,780,1,0,0,2,0,0,1.0,0,1.1696978392704578,3,2,121,0,,
30,2,56649,8,2953,0,3,4,0,0,1,1.0,2,3.2792203398141604,2,1,58,0,,
39,0,76851,65,1634,0,0,2,0,1,1,0.9984059511158342,2,2.687602421672848,1,0,150,1,,
30,2,42007,4,1256,0,4,1,4,1,0,0.0,0,2.7373268617423725,3,3,81,0,,
67,0,117349,83,1652,0,0,3,3,0,0,0.9984059511158342,2,2.9919027483506397,1,3,254,0,2023.0,1.0
56,1,115221,27,3354,3,4,4,4,1,0,0.9984059511158342,1,3.846853417334129,2,3,243,0,,
26,0,102020,34,2288,2,4,3,4,0,2,1.0,2,1.5958371380221386,1,3,283,1,,
